Date,Temp High,Temp Avg,Temp Low,Dew Point High,Dew Point Avg,Dew Point Low,Humidity High,Humidity Avg,Humidity Low,Pressure High,Pressure Avg,Pressure Low,Precipitation (in.)
12/4/2016,52,50,48,50,49,47,100,96,90,30.07,30,29.9,0.04
12/5/2016,49,48,47,50,49,47,100,100,100,30.04,29.85,29.75,0.02
12/6/2016,60,52,43,52,49,44,100,95,71,30.08,29.94,29.8,0.02
12/7/2016,57,50,43,51,49,43,100,91,76,30.25,30.11,30.05,0.02
12/8/2016,51,43,35,49,34,22,97,76,57,30.65,30.48,30.25,0.01
12/9/2016,45,37,29,31,23,17,76,56,33,30.66,30.6,30.52,0
12/10/2016,52,42,32,37,32,28,96,67,52,30.53,30.4,30.2,0.01
12/11/2016,72,61,50,65,59,38,100,87,64,30.2,30.02,29.92,0
12/12/2016,64,57,50,63,56,49,100,90,63,30.12,30.02,29.98,0.01
12/13/2016,69,62,54,64,58,52,100,93,67,30.12,30.02,29.95,0
12/14/2016,61,56,50,52,49,46,91,80,65,30.31,30.18,30.12,0.01
12/15/2016,50,48,45,47,39,36,89,71,62,30.43,30.31,30.18,0.02
12/16/2016,68,57,46,68,54,36,100,91,61,30.18,29.96,29.82,0.01
12/17/2016,79,56,34,71,61,26,100,85,68,30.18,29.81,29.67,0
12/18/2016,34,30,26,24,16,14,68,57,47,30.62,30.44,30.18,0
12/19/2016,42,32,22,18,13,8,72,49,25,30.71,30.63,30.57,0
12/20/2016,57,44,30,28,20,15,75,42,20,30.58,30.46,30.32,0
12/21/2016,69,58,46,54,37,23,87,48,25,30.31,30.21,30.11,0
12/22/2016,66,56,46,57,45,39,100,67,38,30.33,30.25,30.17,0
12/23/2016,73,64,54,71,61,45,100,95,68,30.22,30.11,30.01,0.1
12/24/2016,77,72,68,70,68,66,100,90,70,30.11,30.07,30.02,0
12/25/2016,80,74,68,71,67,64,100,85,56,30.06,29.99,29.91,0.01
12/26/2016,79,74,70,73,71,68,100,91,74,30.23,30.14,30.06,0
12/27/2016,75,67,59,70,64,59,100,90,64,30.29,30.22,30.16,0.01
12/28/2016,80,70,59,70,66,60,100,87,61,30.15,30.08,30,0
12/29/2016,68,57,46,67,32,20,97,42,22,30.53,30.37,30.09,0
12/30/2016,51,47,43,37,29,23,68,49,34,30.52,30.35,30.09,0
12/31/2016,72,61,50,62,54,38,100,82,64,30.08,29.91,29.79,0
1/1/2017,68,61,54,63,60,54,100,96,79,29.95,29.87,29.83,0
1/2/2017,72,64,55,68,55,48,100,76,44,29.95,29.87,29.72,0
1/3/2017,73,57,41,48,42,35,91,65,28,30.19,30.03,29.93,0
1/4/2017,44,40,35,36,31,28,94,70,57,30.24,30.13,29.98,0
1/5/2017,61,48,35,47,38,25,100,78,49,30.1,29.96,29.89,0
1/6/2017,34,28,22,24,19,13,75,66,58,30.55,30.27,30.08,0
1/7/2017,40,28,16,15,11,9,76,53,30,30.8,30.71,30.56,0
1/8/2017,49,34,19,32,20,9,90,61,22,30.76,30.65,30.5,0
1/9/2017,68,52,37,58,48,34,91,78,58,30.49,30.32,30.14,0
1/10/2017,77,68,60,65,61,58,99,80,53,30.14,30.06,29.99,0
1/11/2017,77,70,64,66,63,59,100,82,54,30.06,29.99,29.92,0
1/12/2017,79,72,65,67,64,58,95,77,49,30.21,30.1,29.99,0
1/13/2017,79,72,65,71,65,61,100,85,53,30.36,30.3,30.21,0
1/14/2017,66,59,52,66,57,52,100,95,75,30.41,30.34,30.27,0
1/15/2017,69,61,53,69,62,53,100,98,90,30.26,30.07,29.92,0
1/16/2017,70,64,57,70,63,57,100,100,93,30.07,29.99,29.94,0.01
1/17/2017,57,54,51,57,53,51,100,100,97,30.2,30.11,30.06,0.01
1/18/2017,52,50,49,53,51,49,100,100,100,30.12,30.06,29.99,0.02
1/19/2017,59,54,50,59,54,50,100,99,92,29.99,29.85,29.74,0.02
1/20/2017,72,64,56,59,57,52,100,85,52,29.84,29.75,29.68,0.03
1/21/2017,74,64,55,65,56,44,100,79,42,29.68,29.56,29.43,0.22
1/22/2017,63,57,50,48,40,33,68,50,40,29.95,29.7,29.54,0.05
1/23/2017,69,56,42,44,37,32,80,54,29,30.07,29.95,29.85,0.05
1/24/2017,79,62,46,65,56,44,100,77,52,29.84,29.75,29.66,0.09
1/25/2017,69,58,46,67,42,32,100,56,28,30.17,29.93,29.71,0.3
1/26/2017,57,47,37,32,27,20,77,52,25,30.36,30.27,30.17,0.02
1/27/2017,57,46,34,29,24,17,74,46,23,30.41,30.34,30.3,0
1/28/2017,59,50,41,35,29,20,77,49,23,30.4,30.32,30.25,0
1/29/2017,66,52,38,32,30,28,66,45,27,30.36,30.29,30.25,0
1/30/2017,76,60,43,34,30,25,64,38,15,30.27,30.19,30.12,0
1/31/2017,75,60,45,56,39,33,88,48,24,30.15,30.06,29.98,0
2/1/2017,78,67,56,66,60,56,100,81,50,30.06,29.99,29.93,0
2/2/2017,66,54,43,66,44,36,100,67,47,30.29,30.22,30.07,0.03
2/3/2017,51,46,42,42,38,36,85,70,57,30.44,30.36,30.28,0
2/4/2017,53,50,46,52,41,34,100,73,60,30.37,30.26,30.13,0
2/5/2017,75,63,51,66,60,52,100,91,67,30.16,30.07,30,0.07
2/6/2017,78,72,66,68,66,64,99,85,62,30.02,29.93,29.82,0.04
2/7/2017,83,71,59,67,54,41,97,60,22,29.86,29.8,29.75,0
2/8/2017,83,68,52,65,50,35,100,60,26,30.18,29.87,29.73,0
2/9/2017,66,53,40,38,34,29,71,51,29,30.39,30.29,30.19,0
2/10/2017,77,60,44,67,54,38,97,78,57,30.29,30.18,30.04,0
2/11/2017,85,76,68,68,66,63,98,78,47,30.09,30.02,29.96,0
2/12/2017,82,72,62,68,65,59,100,84,53,30.2,30.12,30.02,0
2/13/2017,77,70,62,64,60,54,99,76,55,30.2,30.08,29.94,0
2/14/2017,65,56,46,64,50,38,100,87,73,30.06,29.92,29.77,0.71
2/15/2017,62,52,41,39,36,31,88,60,32,30.18,30.13,30.06,0
2/16/2017,64,50,35,39,35,32,100,57,30,30.2,30.11,30.02,0
2/17/2017,69,59,49,59,51,39,100,78,59,30.01,29.9,29.8,0
2/18/2017,82,68,55,66,59,55,100,78,39,29.88,29.81,29.76,0
2/19/2017,79,72,66,70,67,65,100,86,64,29.94,29.89,29.85,0
2/20/2017,69,62,55,69,59,56,100,98,84,30.06,29.97,29.9,1.58
2/21/2017,74,64,55,59,52,46,100,71,36,30,29.95,29.92,0
2/22/2017,81,65,49,50,46,36,86,55,20,29.96,29.88,29.76,0
2/23/2017,83,68,52,61,55,47,100,66,40,29.77,29.69,29.6,0
2/24/2017,73,62,49,65,53,36,100,71,40,30.03,29.82,29.65,0
2/25/2017,62,51,40,36,30,24,65,47,25,30.24,30.13,30.04,0
2/26/2017,70,54,39,63,48,32,93,73,61,30.08,29.99,29.9,0
2/27/2017,83,74,64,70,66,63,100,82,51,30.01,29.95,29.89,0
2/28/2017,80,74,69,72,68,64,100,83,60,29.99,29.93,29.85,0
3/1/2017,71,60,50,70,48,28,100,58,28,30.28,30.09,29.89,0
3/2/2017,65,53,41,32,26,21,61,38,19,30.49,30.4,30.28,0
3/3/2017,70,54,38,37,31,25,71,42,20,30.57,30.49,30.44,0
3/4/2017,59,52,46,54,49,37,100,86,54,30.46,30.37,30.26,0.28
3/5/2017,71,62,53,68,62,53,100,99,82,30.26,30.13,30.05,0.16
3/6/2017,81,74,67,69,67,66,100,88,60,30.05,29.97,29.87,0
3/7/2017,74,65,56,72,53,34,100,69,30,30.3,30.14,29.97,0.02
3/8/2017,75,66,56,64,49,35,98,59,30,30.33,30.27,30.2,0
3/9/2017,77,70,64,69,66,64,100,92,67,30.22,30.15,30.07,0.01
3/10/2017,80,72,63,69,65,62,100,86,57,30.19,30.13,30.08,0
3/11/2017,73,64,55,67,63,56,100,95,65,30.18,30.11,30.05,0.22
3/12/2017,54,48,43,53,45,41,100,89,73,30.3,30.21,30.09,0.01
3/13/2017,63,53,43,51,47,40,100,82,55,30.24,30.14,30.07,0
3/14/2017,67,52,37,42,35,32,86,57,32,30.34,30.25,30.16,0
3/15/2017,71,58,44,52,47,41,98,71,42,30.38,30.29,30.23,0
3/16/2017,76,64,52,65,58,52,100,84,59,30.29,30.23,30.13,0
3/17/2017,80,73,66,65,63,60,97,79,53,30.22,30.17,30.13,0
3/18/2017,82,72,61,67,63,61,100,83,50,30.34,30.26,30.22,0
3/19/2017,81,72,63,67,64,60,100,79,48,30.31,30.24,30.17,0
3/20/2017,82,73,64,67,61,52,97,69,40,30.22,30.15,30.08,0
3/21/2017,83,72,62,65,60,55,100,72,40,30.16,30.09,30.02,0
3/22/2017,82,73,65,67,62,58,100,74,46,30.18,30.11,30.06,0
3/23/2017,83,72,62,67,59,44,100,70,27,30.14,30.08,29.98,0
3/24/2017,73,70,66,70,65,62,100,86,72,30.01,29.94,29.87,0.29
3/25/2017,74,64,55,68,53,45,100,67,40,30.09,29.99,29.92,0
3/26/2017,84,68,51,68,60,50,100,75,39,29.94,29.88,29.8,0
3/27/2017,80,72,66,70,67,65,100,86,63,29.94,29.87,29.83,0.2
3/28/2017,85,74,64,72,67,61,100,79,49,29.89,29.82,29.7,0
3/29/2017,80,70,60,68,62,49,100,78,35,29.86,29.79,29.68,0.56
3/30/2017,74,63,52,53,49,46,89,61,37,29.92,29.86,29.79,0
3/31/2017,83,68,54,59,51,41,100,58,25,29.87,29.82,29.78,0
4/1/2017,79,66,54,66,61,53,100,83,54,29.93,29.88,29.84,0
4/2/2017,74,67,60,66,64,58,100,91,69,29.9,29.75,29.64,0.5
4/3/2017,81,66,51,57,54,52,100,70,39,29.79,29.75,29.69,0
4/4/2017,85,72,59,66,59,55,100,67,37,29.77,29.72,29.64,0
4/5/2017,71,60,50,68,45,37,96,56,30,30.16,30.02,29.73,0
4/6/2017,75,60,45,48,41,33,91,54,23,30.3,30.22,30.16,0
4/7/2017,79,62,47,52,47,43,96,58,33,30.28,30.19,30.1,0
4/8/2017,80,66,52,59,55,50,100,66,47,30.12,30.03,29.93,0
4/9/2017,83,72,61,64,61,57,97,72,50,29.98,29.94,29.87,0
4/10/2017,80,74,69,72,68,64,93,85,69,30.08,30.01,29.95,0
4/11/2017,71,64,58,68,62,58,100,94,79,30.26,30.15,30.07,0.87
4/12/2017,79,66,55,67,62,55,100,90,63,30.26,30.19,30.13,0
4/13/2017,81,72,62,68,62,52,100,78,48,30.24,30.17,30.09,0
4/14/2017,81,68,55,68,61,55,100,81,52,30.16,30.1,30.03,0
4/15/2017,82,70,59,68,63,60,100,79,51,30.12,30.06,30.01,0
4/16/2017,84,76,67,70,67,64,100,80,53,30.1,30.04,29.99,0
4/17/2017,81,72,63,69,66,63,100,88,57,30.09,30.03,29.95,0.14
4/18/2017,77,70,64,70,66,64,100,94,67,30.06,30.03,29.99,0.17
4/19/2017,82,72,63,71,67,64,100,86,59,30.09,30.05,30.01,0
4/20/2017,84,75,66,70,67,64,100,79,51,30.09,30.02,29.96,0
4/21/2017,84,76,68,70,67,65,100,77,53,29.99,29.89,29.78,0
4/22/2017,71,63,54,71,58,46,100,83,61,30.14,29.99,29.83,0
4/23/2017,72,58,46,50,45,43,98,65,37,30.16,30.1,30.01,0
4/24/2017,78,60,44,54,49,44,100,65,36,30.02,29.9,29.74,0
4/25/2017,84,72,61,69,64,54,100,76,59,29.75,29.63,29.53,0
4/26/2017,89,74,57,72,64,48,97,69,31,29.83,29.59,29.47,0
4/27/2017,80,62,46,59,50,45,100,64,35,29.86,29.76,29.64,0
4/28/2017,90,79,68,72,70,60,100,75,52,29.68,29.64,29.59,0
4/29/2017,89,74,60,76,71,52,96,80,61,29.85,29.64,29.55,0.09
4/30/2017,72,62,52,55,46,38,100,63,29,29.98,29.9,29.76,0.12
5/1/2017,85,66,46,56,51,43,100,59,32,30.03,29.96,29.89,0
5/2/2017,88,71,55,63,56,46,100,60,32,30.04,29.96,29.88,0
5/3/2017,89,74,60,75,66,49,100,79,51,29.98,29.83,29.68,0.11
5/4/2017,73,63,53,49,44,38,80,53,30,30.1,30.02,29.92,0
5/5/2017,78,64,50,49,45,41,80,53,27,30.1,30.04,29.96,0
5/6/2017,83,66,49,52,48,45,100,55,29,30.06,29.99,29.91,0
5/7/2017,84,68,52,62,56,50,100,63,39,30.05,29.98,29.93,0
5/8/2017,84,70,57,63,60,56,100,71,47,30.06,30.01,29.97,0
5/9/2017,82,70,60,69,65,60,100,81,63,30.05,30,29.93,0
5/10/2017,85,75,66,70,67,65,100,79,57,29.99,29.96,29.92,0
5/11/2017,86,76,68,75,70,65,100,85,56,29.98,29.91,29.78,0.12
5/12/2017,82,72,61,69,59,54,100,70,43,29.94,29.89,29.85,0.02
5/13/2017,84,70,58,61,59,57,100,68,43,29.98,29.93,29.87,0
5/14/2017,88,74,59,68,62,58,100,70,41,30,29.94,29.88,0
5/15/2017,88,74,61,68,63,59,100,67,39,30,29.94,29.87,0
5/16/2017,88,76,64,68,65,62,100,71,47,29.93,29.86,29.77,0
5/17/2017,78,74,71,75,71,66,100,91,71,29.85,29.8,29.73,0.1
5/18/2017,91,82,75,76,72,66,100,78,50,29.87,29.81,29.74,0
5/19/2017,91,81,71,75,71,69,100,75,49,29.87,29.82,29.77,0
5/20/2017,81,74,67,75,71,67,100,85,68,30,29.91,29.8,0.24
5/21/2017,80,72,64,71,65,58,100,82,59,30.13,30.06,29.97,0.04
5/22/2017,72,66,61,68,65,61,100,95,79,30.09,29.99,29.91,3.44
5/23/2017,81,70,58,66,62,57,100,85,52,29.95,29.88,29.81,0.02
5/24/2017,81,67,53,58,52,46,100,65,28,29.94,29.83,29.74,0
5/25/2017,90,75,61,63,58,50,89,56,33,29.81,29.76,29.71,0
5/26/2017,90,80,72,75,72,64,93,77,58,29.9,29.85,29.79,0
5/27/2017,92,84,77,77,75,71,96,77,55,29.94,29.89,29.83,0
5/28/2017,91,80,68,78,74,66,100,84,57,30.03,29.9,29.81,0.1
5/29/2017,84,75,67,72,69,65,100,85,54,30.1,30.01,29.92,0
5/30/2017,87,76,66,74,68,66,100,79,53,30.09,30.04,30,0
5/31/2017,87,78,68,73,70,67,100,79,52,30.08,30.02,29.97,0
6/1/2017,86,76,67,74,70,68,100,87,57,30.06,29.99,29.92,0.06
6/2/2017,90,79,68,76,71,68,100,81,48,30,29.93,29.85,0
6/3/2017,88,78,69,77,72,69,100,90,56,29.98,29.91,29.86,0.41
6/4/2017,84,74,66,74,70,66,100,92,69,29.92,29.84,29.77,1.05
6/5/2017,82,75,68,75,71,68,100,89,68,29.81,29.77,29.71,0.01
6/6/2017,87,78,69,73,69,67,100,81,55,29.87,29.82,29.79,0
6/7/2017,90,79,68,70,67,62,100,70,39,29.96,29.91,29.87,0
6/8/2017,86,77,68,69,65,60,97,69,45,30.03,29.95,29.89,0
6/9/2017,84,76,68,72,66,63,97,75,55,29.96,29.91,29.87,0
6/10/2017,88,76,66,70,67,64,100,70,46,29.95,29.91,29.86,0
6/11/2017,91,80,68,73,70,66,100,74,48,29.99,29.94,29.88,0
6/12/2017,91,82,72,78,72,68,100,76,46,29.98,29.93,29.87,0
6/13/2017,91,82,73,80,74,70,100,79,51,29.97,29.92,29.87,0.09
6/14/2017,93,84,77,78,73,67,100,71,49,30,29.95,29.9,0
6/15/2017,93,84,75,77,74,71,100,76,52,30.02,29.96,29.88,0
6/16/2017,94,84,75,76,73,71,100,73,49,29.96,29.87,29.77,0
6/17/2017,93,84,75,77,74,72,100,76,53,29.84,29.78,29.73,0
6/18/2017,93,84,77,78,74,71,100,73,52,29.87,29.81,29.74,0
6/19/2017,89,80,72,79,73,70,100,81,53,30.03,29.94,29.88,0
6/20/2017,91,82,72,76,73,67,100,77,47,30,29.95,29.89,0
6/21/2017,88,80,72,75,70,67,100,75,50,29.94,29.81,29.7,0
6/22/2017,86,80,75,76,73,70,96,80,67,29.74,29.69,29.63,0
6/23/2017,95,86,77,79,76,72,100,75,49,29.93,29.82,29.74,0
6/24/2017,82,76,69,78,72,68,100,82,65,30.15,30.05,29.95,0.28
6/25/2017,88,79,72,78,74,70,100,90,60,30.2,30.14,30.09,0.91
6/26/2017,90,80,70,76,73,69,100,84,53,30.15,30.09,29.99,0.01
6/27/2017,87,80,71,78,73,71,100,87,61,30.06,30.01,29.95,0.03
6/28/2017,89,78,68,75,71,68,100,82,54,29.99,29.93,29.85,0
6/29/2017,94,81,69,76,73,70,100,79,51,29.92,29.88,29.83,0
6/30/2017,94,86,78,79,75,72,99,74,51,29.99,29.93,29.9,0
7/1/2017,94,84,76,80,74,68,100,72,46,30.13,30.06,29.99,0
7/2/2017,95,84,74,79,74,71,100,74,47,30.19,30.1,30.01,0
7/3/2017,95,85,76,78,74,70,100,72,45,30.11,30.03,29.95,0
7/4/2017,94,82,69,79,75,69,100,77,51,30.12,30.01,29.93,0.37
7/5/2017,94,84,74,78,73,65,100,72,39,30.13,30.05,29.98,0
7/6/2017,94,84,75,78,73,68,100,72,44,30.16,30.1,30.03,0
7/7/2017,95,84,73,78,72,66,100,72,40,30.16,30.09,30.02,0
7/8/2017,97,85,75,76,72,66,100,68,38,30.13,30.06,29.99,0
7/9/2017,96,84,71,76,71,67,100,74,38,30.1,30.04,29.96,0
7/10/2017,86,78,71,77,73,70,100,86,65,30.09,30.02,29.96,0.02
7/11/2017,95,84,74,77,73,68,100,73,42,30.05,29.99,29.93,0
7/12/2017,96,84,72,76,72,66,100,69,40,30.09,30.04,29.99,0
7/13/2017,97,84,72,77,72,68,100,69,39,30.16,30.1,30.03,0
7/14/2017,95,84,73,77,72,69,100,69,44,30.16,30.1,30.03,0
7/15/2017,96,84,71,77,74,70,100,83,45,30.11,30.06,29.96,0.08
7/16/2017,91,80,69,78,73,69,100,88,52,30.02,29.96,29.89,0.39
7/17/2017,92,82,72,78,74,70,100,80,51,29.99,29.95,29.9,0
7/18/2017,96,84,74,78,74,69,100,74,43,30.09,30.03,29.98,0
7/19/2017,97,84,72,78,73,67,100,70,39,30.17,30.11,30.05,0
7/20/2017,97,86,76,79,73,66,100,67,38,30.17,30.09,29.99,0
7/21/2017,97,84,73,79,72,67,100,68,40,30.08,30.01,29.92,0
7/22/2017,98,87,76,78,73,68,100,70,38,30.02,29.95,29.87,0
7/23/2017,100,86,76,79,73,67,100,68,39,29.97,29.92,29.85,0
7/24/2017,95,86,78,80,72,64,100,70,36,30.03,29.98,29.94,0
7/25/2017,98,87,76,77,72,67,100,65,36,30.13,30.08,30.02,0
7/26/2017,98,86,73,79,72,67,100,67,38,30.15,30.07,29.99,0
7/27/2017,99,86,74,78,72,67,100,65,36,30.1,30.02,29.93,0
7/28/2017,100,88,75,78,71,64,100,64,30,30.01,29.95,29.86,0
7/29/2017,100,88,77,78,71,61,100,63,28,29.95,29.91,29.84,0
7/30/2017,96,86,76,78,72,64,100,67,39,30.02,29.98,29.93,0
7/31/2017,93,80,68,66,63,61,90,58,35,30.09,30.03,29.97,0
8/1/2017,97,82,68,70,65,59,100,60,29,30.05,30,29.95,0
8/2/2017,88,80,73,76,73,70,100,84,62,30.05,30.02,29.99,0.04
8/3/2017,90,82,73,76,72,68,100,78,50,30.09,30.04,29.98,0
8/4/2017,96,83,70,75,71,67,100,69,38,30.08,30.02,29.95,0
8/5/2017,97,84,71,77,73,70,100,75,43,30.03,29.97,29.89,0.03
8/6/2017,99,88,77,79,75,68,100,74,38,29.93,29.88,29.81,0
8/7/2017,81,77,72,80,75,71,100,98,86,29.98,29.93,29.89,0.96
8/8/2017,87,80,73,78,74,72,100,88,60,30.02,29.98,29.94,0.12
8/9/2017,89,81,73,77,74,71,100,83,55,30.07,30.02,29.98,0
8/10/2017,96,85,74,79,74,68,100,74,41,30.13,30.07,30.02,0
8/11/2017,96,86,77,79,75,70,100,71,43,30.12,30.04,29.96,0
8/12/2017,97,87,77,79,74,70,100,70,41,30.03,29.97,29.88,0
8/13/2017,97,87,77,79,74,70,100,71,43,29.98,29.91,29.83,0
8/14/2017,97,88,78,79,73,67,100,67,38,29.93,29.87,29.8,0
8/15/2017,98,86,76,78,73,67,100,68,37,29.94,29.88,29.82,0
8/16/2017,100,88,76,79,74,69,100,69,38,30,29.94,29.9,0
8/17/2017,100,89,79,80,73,67,100,66,35,30.07,30.01,29.93,0
8/18/2017,99,88,76,79,71,64,100,64,33,30.09,30.01,29.94,0
8/19/2017,99,87,76,79,72,66,100,65,36,30.05,29.99,29.9,0
8/20/2017,98,87,76,78,71,64,100,64,34,30.06,30,29.95,0
8/21/2017,104,88,73,77,72,65,100,67,29,30.12,30.07,30.02,0
8/22/2017,105,88,71,76,70,62,100,62,26,30.11,30.04,29.96,0
8/23/2017,105,88,72,75,70,63,100,65,26,30.02,29.97,29.85,0.28
8/24/2017,97,86,74,79,76,71,100,80,43,29.95,29.9,29.82,0.06
8/25/2017,89,80,72,75,73,69,100,81,54,29.93,29.9,29.85,0
8/26/2017,74,74,72,76,73,72,100,100,95,29.9,29.87,29.83,4.3
8/27/2017,73,70,68,74,71,69,100,100,100,29.88,29.82,29.79,8.28
8/28/2017,75,72,68,72,69,68,100,94,80,29.87,29.83,29.77,1.47
8/29/2017,87,78,69,72,67,64,100,76,50,29.88,29.84,29.81,0
8/30/2017,91,79,68,67,65,62,90,64,43,29.91,29.85,29.8,0
8/31/2017,94,80,68,68,65,62,96,64,36,29.98,29.93,29.9,0
9/1/2017,97,82,67,70,67,64,100,68,36,30.06,30.01,29.98,0
9/2/2017,97,82,68,73,68,64,100,70,36,30.1,30.05,30.01,0
9/3/2017,95,82,69,73,69,66,100,72,38,30.14,30.08,30.03,0
9/4/2017,94,81,68,73,69,64,100,71,39,30.1,30.04,29.97,0
9/5/2017,99,84,69,76,71,67,100,73,38,30.07,30,29.92,0
9/6/2017,83,74,64,72,57,48,90,57,31,30.15,30.09,30.03,0
9/7/2017,81,68,55,57,52,48,82,57,34,30.19,30.13,30.09,0
9/8/2017,81,69,57,58,56,52,97,66,41,30.2,30.13,30.08,0
9/9/2017,83,70,59,60,58,56,98,67,40,30.2,30.13,30.08,0
9/10/2017,83,72,60,61,58,56,92,66,39,30.17,30.12,30.08,0
9/11/2017,82,71,60,59,56,52,88,62,37,30.12,30.05,29.96,0
9/12/2017,87,72,58,62,56,53,88,59,32,29.97,29.89,29.8,0
9/13/2017,89,75,61,65,61,57,99,65,35,29.88,29.83,29.78,0
9/14/2017,90,76,64,72,68,65,100,75,46,29.92,29.87,29.83,0
9/15/2017,89,77,66,73,69,66,100,77,49,29.97,29.92,29.88,0
9/16/2017,90,78,68,76,71,68,100,80,49,30.06,29.98,29.94,0
9/17/2017,89,78,67,75,69,65,100,79,46,30.1,30.03,29.98,0
9/18/2017,89,80,70,79,74,70,100,92,62,30.05,29.99,29.93,0
9/19/2017,92,82,71,79,74,71,100,79,51,29.99,29.93,29.84,0
9/20/2017,92,84,76,78,75,70,100,79,49,29.97,29.92,29.86,0
9/21/2017,91,82,72,79,75,71,100,85,53,30,29.96,29.92,0
9/22/2017,90,80,70,77,71,67,100,80,51,30.01,29.96,29.91,0
9/23/2017,89,78,67,76,70,68,100,81,49,29.98,29.93,29.87,0
9/24/2017,89,77,65,76,70,66,100,80,50,29.95,29.9,29.85,0
9/25/2017,90,78,66,76,70,67,100,80,48,29.93,29.88,29.8,0
9/26/2017,87,78,68,76,71,68,100,83,58,29.95,29.91,29.86,0
9/27/2017,90,81,72,76,72,65,100,78,45,30,29.95,29.91,0
9/28/2017,88,80,72,75,73,70,100,89,60,30.03,29.99,29.95,0
9/29/2017,87,78,70,73,68,60,100,76,52,30.11,30.06,30.02,0
9/30/2017,86,74,63,61,57,51,90,60,30,30.15,30.09,30.01,0
10/1/2017,88,74,60,65,62,59,100,71,42,30.06,29.97,29.9,0
10/2/2017,89,76,64,75,69,65,100,82,53,30,29.95,29.92,0
10/3/2017,90,82,73,79,75,72,100,94,59,30.21,30.09,29.99,0
10/4/2017,87,79,71,76,70,64,100,80,46,30.25,30.19,30.13,0
10/5/2017,87,76,64,70,66,62,100,76,43,30.18,30.1,30.02,0
10/6/2017,86,74,61,68,64,61,100,75,43,30.05,29.95,29.84,0
10/7/2017,88,74,60,68,65,60,100,74,44,29.84,29.78,29.73,0
10/8/2017,89,78,66,71,68,66,100,76,47,29.78,29.73,29.67,0
10/9/2017,91,82,72,77,72,69,100,77,49,29.92,29.8,29.73,0
10/10/2017,76,69,60,75,55,49,100,65,45,30.19,30.11,29.92,0
10/11/2017,79,66,53,53,49,45,81,58,33,30.23,30.16,30.1,0
10/12/2017,87,72,58,69,60,53,93,67,44,30.14,30.08,30.01,0
10/13/2017,89,79,69,75,70,66,100,79,50,30.14,30.08,30.03,0
10/14/2017,89,78,68,74,71,68,100,79,50,30.12,30.05,29.97,0
10/15/2017,79,70,62,75,62,43,100,75,43,30.29,30.14,30.02,0
10/16/2017,76,64,52,45,43,39,69,49,26,30.38,30.29,30.22,0
10/17/2017,77,60,45,45,42,40,85,56,28,30.33,30.25,30.16,0
10/18/2017,81,61,42,54,46,41,100,64,28,30.21,30.16,30.11,0
10/19/2017,84,68,52,62,58,52,100,73,41,30.18,30.13,30.07,0
10/20/2017,86,74,63,72,67,60,100,85,52,30.13,30.03,29.94,0
10/21/2017,89,78,69,75,72,70,100,83,55,29.97,29.93,29.87,0
10/22/2017,76,66,57,76,61,45,100,79,42,30.18,30.09,29.95,0
10/23/2017,78,62,47,55,48,40,100,67,26,30.18,30.14,30.07,0
10/24/2017,75,63,52,54,37,26,88,43,18,30.36,30.28,30.16,0
10/25/2017,76,60,45,44,35,30,65,44,19,30.31,30.2,30.03,0
10/26/2017,81,68,55,56,45,39,66,45,27,30.02,29.9,29.78,0
10/27/2017,64,52,41,61,39,28,100,55,35,30.18,30.02,29.83,0
10/28/2017,60,47,34,31,24,18,77,48,20,30.24,30.18,30.13,0
10/29/2017,71,52,32,32,28,23,89,44,18,30.17,30.06,29.96,0
10/30/2017,77,61,45,56,44,31,92,56,34,30.05,29.98,29.93,0
10/31/2017,64,58,53,59,52,43,100,82,59,30.14,30.06,29.97,0
11/1/2017,74,64,54,71,62,54,100,95,71,29.96,29.89,29.81,0
11/2/2017,83,76,69,75,72,69,100,89,65,30.03,29.96,29.9,0
11/3/2017,86,79,72,76,72,68,100,84,55,30.11,30.05,30.01,0
11/4/2017,84,78,71,74,71,67,100,84,58,30.08,30.01,29.94,0
11/5/2017,84,78,71,73,70,67,100,84,59,30.01,29.96,29.9,0
11/6/2017,85,78,70,73,69,64,100,79,48,30.05,30,29.96,0
11/7/2017,82,70,57,73,63,46,100,80,55,30.17,30.08,30.02,0
11/8/2017,57,52,47,50,47,44,100,88,63,30.26,30.21,30.18,0
11/9/2017,53,50,46,50,49,47,100,96,83,30.31,30.27,30.23,0
11/10/2017,65,54,43,51,47,43,100,77,46,30.32,30.25,30.2,0
11/11/2017,75,66,56,62,54,47,96,72,53,30.21,30.16,30.1,0
11/12/2017,77,68,58,62,58,53,100,74,51,30.29,30.22,30.13,0
11/13/2017,75,66,57,63,61,57,100,84,61,30.34,30.27,30.22,0
11/14/2017,77,68,59,64,60,59,100,81,54,30.24,30.13,30.02,0
11/15/2017,73,66,60,67,64,60,100,90,70,30.09,30.04,30,0
11/16/2017,77,71,65,72,68,66,100,96,69,30.13,30.07,30.02,0
11/17/2017,81,74,68,70,68,65,100,84,59,30.05,29.96,29.85,0
11/18/2017,81,66,51,70,56,36,100,66,34,30.29,29.97,29.81,0
11/19/2017,63,52,41,38,34,28,81,55,28,30.4,30.3,30.24,0
11/20/2017,66,52,37,50,40,32,97,65,32,30.25,30.15,30,0
11/21/2017,71,60,48,60,55,48,100,87,59,30.14,29.96,29.88,0
